Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
Indonesia,Europe,Medium,72734501,60.84,43,86.43,2832,19499,24.76,22.93,3.62,66.91,47.23,25.32,59,96.66,21.75,Secondary,36116908,77887,14494,215.65,40.13,18.61
Nigeria,South America,High,199810456,15.76,21,23.06,8568,49619,31.01,9.17,2.45,76.25,17.48,27.32,65,95.46,22.99,Tertiary,99217508,213966,39818,215.65,40.13,18.61
Russia,Europe,Low,108257990,87.22,40,38.94,8304,30969,42.95,24.8,8.46,59.58,31.16,85.76,37,66.57,66.59,Primary,53756386,115928,21573,215.65,40.13,18.61
Canada,Europe,High,46444584,49.39,27,53.22,8990,43892,28.98,36.3,0.35,66.89,22.68,29.51,40,58.05,74.94,Secondary,23062436,49735,9255,215.65,40.13,18.61
Argentina,Europe,Medium,60783445,85.05,48,49.07,5241,12979,21.63,27.37,7.82,74.03,38.99,70.34,64,80.19,22.13,Primary,30182514,65089,12112,215.65,40.13,18.61
Argentina,North America,High,89784564,89.88,40,79.2,6127,35553,19.57,33.05,8.25,74.37,21.08,58.59,34,65.18,78.29,Secondary,44583256,96145,17892,215.65,40.13,18.61
Egypt,Oceania,Low,134592541,60.61,48,28.07,954,17046,42.86,21,9.87,25.77,36.25,64.55,38,61.14,71.83,Primary,66833021,144128,26821,215.65,40.13,18.61
United Kingdom,South America,Medium,144851303,40.67,25,47.91,9157,9577,12.82,28.06,14.09,59.34,28.3,69.45,44,98.21,63.01,Tertiary,71927093,155113,28865,215.65,40.13,18.61
Brazil,Oceania,Low,27918238,51.38,41,60.22,4834,20883,44.86,7.6,4.84,54.77,20.78,44,36,87.74,55.85,Tertiary,13863028,29896,5563,215.65,40.13,18.61
India,Oceania,Low,119326763,54.56,37,85.56,9293,26244,21.81,38.19,5.19,30.05,11.09,15.15,61,75.08,46.2,Primary,59252675,127781,23779,215.65,40.13,18.61
Russia,Oceania,Medium,129070762,81.52,38,21.96,4526,36961,20.04,21.6,8.64,54.65,31.87,55.15,31,60.29,41.78,Primary,64091137,138215,25721,215.65,40.13,18.61
Bangladesh,Asia,High,198316605,34.98,29,56.58,1132,12958,19.61,18.03,11.54,44.09,41.38,50.45,54,65.26,63.87,Tertiary,98475724,212367,39520,215.65,40.13,18.61
South Africa,Asia,Medium,23906101,67.28,47,53.94,3351,16799,13.2,5,4.49,47.84,19.03,67.7,42,74.41,23.13,Tertiary,11870769,25599,4763,215.65,40.12,18.61
Pakistan,North America,High,14078541,47.8,43,77.11,1530,32947,40.36,9.38,3,43.09,45.68,51.91,43,69.46,52.03,Tertiary,6990814,15076,2805,215.65,40.12,18.61
Russia,Oceania,Medium,152161636,55.43,36,83.21,2889,13780,38.24,5.46,7.05,70.19,48.72,61.07,69,59.88,21.83,Primary,75557099,162942,30322,215.65,40.13,18.61
Brazil,Europe,High,139067596,13.5,28,55.66,2240,42642,8.21,27.06,14.52,74.3,30.83,38.44,31,74.81,58.41,Primary,69055146,148920,27713,215.65,40.13,18.61
China,North America,High,60505891,73.94,41,84.98,6424,3298,49.19,29.32,2.67,22.3,13.07,13.25,42,74.43,55.67,Tertiary,30044692,64792,12057,215.65,40.13,18.61
Nigeria,Europe,High,129596389,60.99,49,89.23,1794,34469,34,31.45,5.49,50.6,19.36,27.02,63,63.27,63.64,Tertiary,64352142,138778,25825,215.65,40.13,18.61
South Africa,South America,High,1200743,51.84,21,33.37,5889,2779,8.13,33.21,6.4,27.61,48.05,80.47,50,92.06,34.25,Primary,596238,1285,239,215.52,40.08,18.6
South Korea,Asia,High,189603166,65.02,43,42.59,6288,5065,17.99,6.23,12.7,35.11,33,49.68,33,66.53,79.06,Secondary,94148995,203036,37784,215.65,40.13,18.61
India,Africa,Medium,12922201,46.71,48,87.9,6999,20845,26.36,36.81,3.39,75.96,19.22,12.77,65,55.98,77.9,Primary,6416624,13837,2575,215.64,40.13,18.61
Turkey,Europe,Medium,170558088,29.39,47,85.98,8450,45094,34.37,11.04,1.92,64.38,32.81,63.15,36,66.01,43.44,Secondary,84692007,182642,33988,215.65,40.13,18.61
Russia,Asia,High,92856538,52.14,37,76.68,7501,41994,27.86,22.05,1.99,47.32,29,43.69,46,79.63,20.07,Tertiary,46108669,99435,18504,215.65,40.13,18.61
Mexico,North America,High,72250478,45.7,27,70.54,5114,18291,20.41,12.52,12.56,50.76,34.61,87.41,43,82.25,29.75,Tertiary,35876563,77369,14398,215.65,40.13,18.61
Brazil,Oceania,Low,84056391,72.97,49,25.17,9053,47660,24.21,32.83,0.1,28.35,46.22,19.77,40,71.62,84.42,Primary,41738885,90011,16750,215.65,40.13,18.61
Argentina,Africa,High,65701190,89.93,45,34.01,6302,23621,31.77,35.7,0.11,54.22,41.86,70.78,66,84.11,22.11,Primary,32624460,70356,13092,215.65,40.13,18.61
Turkey,North America,High,72820603,66.68,26,53.15,1461,19238,13.52,38.69,12.71,48.61,10,79.08,39,59.75,26.71,Secondary,36159663,77979,14511,215.65,40.13,18.61
Argentina,North America,Medium,183794007,55.92,44,66.38,3740,16058,42.94,39.5,4.85,76.84,23.29,29.08,44,61.61,59.24,Tertiary,91264410,196815,36626,215.65,40.13,18.61
Bangladesh,Africa,Medium,115352789,40.1,42,62.94,4586,3802,25.43,21.28,7.99,30.08,34.74,66.44,39,66.38,79.37,Tertiary,57279366,123525,22987,215.65,40.13,18.61
China,Oceania,Low,76746814,41.55,45,73.99,9851,1990,37.86,16.73,10.03,28.08,14.15,14.94,35,51.47,32.95,Secondary,38109255,82184,15294,215.65,40.13,18.61
Italy,South America,Medium,109285456,85.82,38,82.29,2282,30288,9.36,5.42,10.55,62.85,29.27,38.99,51,75.39,56.48,Secondary,54266582,117028,21778,215.65,40.13,18.61
Nigeria,Europe,High,115196147,83.67,40,49.83,3123,48347,25.53,10.66,4.03,29.36,10.15,40.46,55,94.84,25.83,Secondary,57201584,123357,22956,215.65,40.13,18.61
Turkey,South America,Medium,5797021,20.56,38,55.17,3305,29453,10.03,19.75,9.11,25.02,41.26,53.3,51,67.6,48.68,Tertiary,2878557,6207,1155,215.63,40.12,18.61
Canada,North America,Low,78106687,23.49,47,77.4,3594,41424,37.13,13.6,7.1,45.6,47.37,74.57,41,78.13,30.93,Tertiary,38784511,83640,15565,215.65,40.13,18.61
Spain,South America,Medium,91166546,70.18,26,40.92,6105,30170,34.13,10.01,11.29,22.74,44.19,49.87,62,68.58,64.17,Secondary,45269490,97625,18167,215.65,40.13,18.61
United States,Africa,High,36374946,41.48,36,44.63,3842,49619,30.77,6.18,2.94,69.02,26.4,83.32,56,91.65,72.16,Secondary,18062275,38952,7248,215.65,40.13,18.61
India,Oceania,Low,25271523,32.93,44,47.18,8434,37046,35.3,29.7,7.62,31.24,24.33,25.1,49,68.56,84.38,Primary,12548780,27062,5036,215.65,40.13,18.61
India,Europe,Medium,181853745,79.92,31,44.63,7873,36386,36.4,38.01,1.54,46.38,11.08,77.12,36,71.19,21.19,Tertiary,90300957,194738,36239,215.65,40.13,18.61
South Korea,Europe,Medium,98751180,86.68,49,23,258,20322,18.63,10.73,6.38,58.89,20.9,31.09,57,70.01,85.62,Tertiary,49035702,105747,19679,215.65,40.13,18.61
Australia,South America,Low,87442714,58.41,48,89.11,4971,31578,13.74,28.93,5.91,45.4,48.95,48.01,37,94.71,86.82,Primary,43420391,93637,17425,215.65,40.13,18.61
Russia,North America,High,121937445,39.33,32,39.87,1068,11698,37.69,16.84,9.79,73.39,16.28,83.33,36,85.74,86.28,Secondary,60549031,130576,24299,215.65,40.13,18.61
Canada,Oceania,High,96611738,10.73,22,35.07,638,43453,19.63,30.6,14.1,55.18,34.94,70.91,54,61.12,74.6,Secondary,47973345,103456,19252,215.65,40.13,18.61
United States,Africa,Low,83617881,69.99,25,89.37,8025,19991,32.08,25.65,2.61,52.97,31.58,24.8,65,56.57,66.67,Secondary,41521139,89542,16663,215.65,40.13,18.61
India,Oceania,Medium,39797481,54.33,26,45.08,9836,24588,8.14,38.08,5.52,64.51,24.39,40.26,43,63.11,64.85,Secondary,19761763,42617,7930,215.65,40.13,18.61
India,North America,Medium,158155367,86.74,37,37.01,8879,42659,37.64,7.86,8.51,38.15,42.74,38.78,65,96.05,53.88,Primary,78533335,169360,31517,215.65,40.13,18.61
France,Asia,High,141133480,63.92,27,81.92,5463,35432,34.81,37.01,5.4,62.46,17.11,73.81,37,56.97,84.42,Tertiary,70080978,151132,28124,215.65,40.13,18.61
South Africa,North America,Low,104022128,26.4,25,51.08,4557,43338,28.7,6.47,0.36,58.39,47.05,68.98,47,55.21,48.24,Tertiary,51653034,111392,20729,215.65,40.13,18.61
Australia,Europe,Low,25823286,44.7,33,74.9,3579,36453,7.83,25.18,4.51,57.95,43.96,43.35,53,54.15,69.12,Tertiary,12822762,27652,5145,215.65,40.12,18.61
Canada,Africa,Low,87714795,30.22,38,73.3,950,22561,34.06,17.09,10.63,77.43,37.84,69.7,46,68.31,59.76,Secondary,43555495,93929,17479,215.65,40.13,18.61
Mexico,Europe,High,180570704,64.24,30,51.5,2917,17677,28.53,15,9.86,55.36,44.42,58.55,55,81.48,89.86,Primary,89663853,193364,35984,215.65,40.13,18.61
Canada,Oceania,High,53416478,48.71,37,32.95,6496,39347,30.5,11.42,14.1,74.37,34.25,43.91,47,61.44,76.54,Primary,26524387,57201,10644,215.65,40.13,18.61
Indonesia,North America,High,16246566,87.06,22,22.01,6001,39786,35.9,30.51,2.27,26.66,14.03,32.1,61,89.8,46.84,Secondary,8067364,17397,3237,215.65,40.12,18.61
China,Africa,Medium,142724426,15.44,44,63.31,9171,15122,32.88,8.6,0.49,57.7,23.7,13.09,60,53.37,23.82,Tertiary,70870975,152836,28442,215.65,40.13,18.61
South Korea,Asia,Low,169703782,47.07,40,35.49,8709,24769,15.49,12.5,14.16,24.36,29.55,85.03,66,63.86,22.05,Primary,84267794,181727,33818,215.65,40.13,18.61
Spain,Europe,Low,186103309,47.65,34,22.86,7727,18735,20.37,31.27,9.03,72.36,23.22,37.19,35,85.84,30.65,Secondary,92411113,199288,37086,215.65,40.13,18.61
United States,North America,High,142120112,88.75,34,69.99,286,27713,49.59,36.17,10.9,44.32,12.99,20.44,62,58.16,64.59,Primary,70570898,152189,28321,215.65,40.13,18.61
Bangladesh,Oceania,Low,165080554,36.91,30,49.32,3582,38254,15.25,7.89,12.33,60.32,17.11,36.48,38,50.17,57.33,Tertiary,81972093,176776,32897,215.65,40.13,18.61
Italy,North America,High,183686969,60.35,35,50.47,408,35033,8.34,33.55,0.55,45.55,49.06,87.5,54,74.21,33.87,Primary,91211259,196701,36605,215.65,40.13,18.61
France,South America,Low,161375995,46.94,22,88.32,4700,12383,43.77,32.02,6.16,26.51,42.95,55.42,48,82.01,58.86,Secondary,80132564,172809,32158,215.65,40.13,18.61
South Africa,Africa,Medium,7260154,18.39,47,45.84,5133,12034,10.96,9.35,14.43,68.35,41.9,85.65,40,84.64,36.18,Primary,3605088,7774,1446,215.64,40.11,18.6
China,Oceania,High,67286149,16.52,43,55.52,6393,49155,23.54,32.54,5.91,27.49,43.26,69.88,60,95.91,80.88,Primary,33411485,72053,13408,215.65,40.13,18.61
South Korea,Asia,Medium,88053284,28.82,41,45.48,3905,36370,36.73,37.44,12.38,57.62,43.15,75.01,43,69.31,58.9,Secondary,43723575,94291,17547,215.65,40.13,18.61
Japan,South America,Medium,139646636,80.81,32,43.6,404,42519,11.04,33.14,0.43,65.94,47.79,62.38,35,88.54,27.45,Primary,69342673,149540,27828,215.65,40.13,18.61
United Kingdom,North America,Medium,47410418,69.02,20,21.79,8177,48083,23.95,21.67,3.59,34.36,24.16,36.19,33,67.27,76.33,Secondary,23542029,50769,9447,215.65,40.13,18.61
Brazil,South America,Medium,147682339,14.75,29,23.11,2606,42640,35.83,17.25,14.09,64.98,21.99,66.33,65,95.83,39.55,Tertiary,73332867,158145,29430,215.65,40.13,18.61
Egypt,South America,High,108166140,38.02,36,46.4,8582,3771,7.03,13.21,14.72,70.69,30.6,29.48,52,56.87,85.85,Secondary,53710777,115829,21555,215.65,40.13,18.61
Spain,South America,High,156457725,40.74,43,54.53,1407,5481,26.83,18.59,6.14,67.5,22.37,21.43,32,96,62.57,Secondary,77690357,167542,31178,215.65,40.13,18.61
Mexico,Europe,High,128314325,35.09,32,30.07,8276,13943,17.36,35.87,8.52,61.67,39.26,26.23,46,82.23,79.3,Secondary,63715522,137405,25570,215.65,40.13,18.61
Australia,Oceania,High,89962539,79.71,35,31.82,1937,3777,30.86,26.08,13.48,25.49,43.83,65.09,31,65.02,58.22,Primary,44671631,96336,17927,215.65,40.13,18.61
Turkey,Africa,High,101777696,32.43,37,41.4,8759,39941,31.41,10.99,0.79,62.58,25.7,29.81,43,74.39,77.4,Secondary,50538543,108988,20282,215.65,40.13,18.61
Brazil,South America,Low,57265370,42.2,42,42.01,9550,16348,34.07,31.75,2.53,46.09,48.54,75.28,45,63.85,75.77,Secondary,28435585,61322,11411,215.65,40.13,18.61
Vietnam,Europe,High,187651652,36.8,34,72.93,1688,21636,41.35,23.26,3.83,79.55,41,29.79,56,97.88,60.33,Secondary,93179955,200946,37395,215.65,40.13,18.61
Egypt,Europe,Medium,4494916,15.76,49,86.87,991,12254,14.9,31.57,3.53,59.53,18.93,39.92,30,80.77,27.33,Primary,2231987,4813,895,215.64,40.1,18.6
Vietnam,Africa,Low,93716962,75.01,35,67.89,3791,32858,14.75,6.37,6.32,22.62,24.54,71.06,67,65.33,63.51,Primary,46535920,100356,18675,215.65,40.13,18.61
Brazil,South America,Low,22687221,69.19,46,35.73,3936,4499,30.71,38.42,4.11,56.75,39.28,89.56,47,64.38,71.78,Secondary,11265524,24294,4521,215.65,40.13,18.61
South Africa,Europe,High,91132384,17.98,27,67.34,7068,13656,16.03,21.57,6.79,56.6,40.88,39.17,61,53.15,49.61,Secondary,45252527,97589,18160,215.65,40.13,18.61
Russia,North America,Medium,13879821,17.68,40,76.85,2032,47817,35.93,8.94,8.57,74.15,10.75,58.42,45,85.09,85.94,Secondary,6892138,14863,2765,215.65,40.12,18.6
Japan,South America,Medium,114849062,73.02,33,40.87,5686,47402,6.6,36.08,8.02,22.56,26.04,12.03,52,51.96,59.82,Tertiary,57029236,122986,22887,215.65,40.13,18.61
Turkey,Oceania,Medium,176238120,52.52,30,44.51,1855,38270,11.95,28.88,8.5,70.53,29.92,25.96,45,78.12,25.6,Tertiary,87512473,188724,35120,215.65,40.13,18.61
United States,Oceania,Medium,143084218,61.76,30,59.78,5467,49067,34.59,24.58,3.38,48.35,12.04,43.23,52,77.62,75.08,Secondary,71049633,153221,28513,215.65,40.13,18.61
Italy,Asia,Medium,115088237,87.79,31,59.77,4978,7364,37.81,32.64,1.61,26.72,25.61,23.42,53,68.48,73.42,Tertiary,57148001,123242,22934,215.65,40.13,18.61
United States,Africa,Low,198620310,30.09,47,69.61,6374,40579,35.47,25.77,4.4,63.54,30.15,71.82,54,96.37,66.09,Tertiary,98626531,212692,39581,215.65,40.13,18.61
Argentina,North America,Medium,172174756,44.17,40,75.47,3726,20387,9.29,19.78,14.68,76.07,17.77,21.69,46,97.26,71.56,Tertiary,85494776,184373,34310,215.65,40.13,18.61
Brazil,Europe,Low,125662665,22.24,46,79.87,6393,37880,30.33,15.37,9.52,75.22,27.94,82.63,53,55.8,51.29,Tertiary,62398819,134565,25041,215.65,40.13,18.61
Spain,South America,Medium,126775724,89.35,43,71.14,9913,18417,30.78,39.14,12.87,50.77,36.33,31.67,64,81.01,57.22,Tertiary,62951517,135757,25263,215.65,40.13,18.61
Italy,Oceania,Medium,65791436,52.7,49,36.66,1546,46292,24.72,19.53,5.12,48.17,26.81,37.3,44,69.27,21.8,Secondary,32669273,70452,13110,215.65,40.13,18.61
United Kingdom,Oceania,High,69811096,84.89,34,66.32,7858,42499,38.99,10.95,14.12,35.61,19.28,51.2,69,64.98,77.7,Primary,34665268,74757,13911,215.65,40.13,18.61
Turkey,South America,High,195033920,82.16,34,27.88,3546,6631,48.8,38.41,8.58,52.72,34.4,57.95,58,69.75,56.55,Secondary,96845680,208852,38866,215.65,40.13,18.61
Bangladesh,North America,Medium,112035980,72.49,47,24.83,4278,1186,42.39,19.31,2.52,35.78,33.16,18.58,51,74.4,50.99,Tertiary,55632377,119973,22326,215.65,40.13,18.61
Russia,South America,Medium,122606314,15.25,40,63.05,9186,26636,20.46,8.2,9.25,58.65,47.25,12.01,43,53.55,84.58,Primary,60881163,131292,24432,215.65,40.13,18.61
Canada,South America,Medium,59924919,82.54,23,33.39,2305,17801,22.55,36.44,2.45,65.43,17.65,49.11,36,94.43,22.76,Primary,29756206,64170,11941,215.65,40.13,18.61
Italy,Europe,High,125664547,72.56,26,58.1,6269,17409,29.24,8.1,6.99,66.79,44.38,26.98,37,75.1,50.46,Primary,62399753,134567,25042,215.65,40.13,18.61
Bangladesh,Asia,High,154594806,74.83,30,60.15,2338,14813,34.56,12.82,0.85,56.12,11.84,28.46,67,88.01,71.43,Secondary,76765309,165547,30807,215.65,40.13,18.61
Mexico,South America,Low,97559931,88.4,47,26.05,4884,47845,28.57,28.78,13.58,41.19,47.28,75.28,52,71.45,30.17,Secondary,48444177,104472,19441,215.65,40.13,18.61
Bangladesh,Oceania,High,23772461,60.38,44,66.03,8972,40368,21.75,20.79,8.86,57.34,26.67,54.73,48,85.97,28.88,Primary,11804409,25456,4737,215.65,40.13,18.61
Vietnam,Africa,High,83643074,62.77,31,23.92,4450,47176,30.06,18.38,4,21.73,19.68,55.94,47,63.72,40.05,Secondary,41533649,89569,16668,215.65,40.13,18.61
United States,Africa,Medium,165927751,18.83,23,40.1,6188,38261,42.42,28.07,0.63,53.37,16.27,68.7,48,63.23,80.84,Primary,82392775,177683,33065,215.65,40.13,18.61
Japan,Africa,High,12682544,43.19,39,50.95,8940,1615,31.85,23.73,4.9,20.18,12.19,57.5,43,86.23,73.22,Primary,6297620,13581,2527,215.65,40.13,18.61
Italy,Africa,Low,156418572,32.32,33,53.19,9109,32587,47.48,6.22,1.49,31.04,44.41,14.23,30,86,48.09,Primary,77670915,167500,31170,215.65,40.13,18.61
Italy,Asia,Medium,65816973,89.74,47,78.53,9435,3371,39.58,6.54,8.32,55.39,19.66,65.67,59,79.1,81.68,Tertiary,32681953,70480,13116,215.65,40.13,18.61
Nigeria,Asia,High,153556998,86.4,49,44.67,6726,24354,39.29,31.52,6.49,32.88,12.13,67.75,45,94.77,32.14,Tertiary,76249977,164436,30600,215.65,40.13,18.61
Argentina,Asia,Medium,16948531,71.56,31,22.58,1025,37262,35.1,21.4,7.25,69.78,25.69,43.92,58,56.91,75.34,Primary,8415931,18149,3377,215.65,40.13,18.61
Vietnam,Asia,High,168153689,49.36,28,76.91,5557,33652,25.94,39.69,10.03,50.3,49.06,38.75,42,95.39,42.12,Tertiary,83498083,180067,33509,215.65,40.13,18.61
Pakistan,Asia,Medium,186342528,72.49,49,57.67,8226,13517,49.27,6.16,0.46,47.03,46.56,46.78,63,98.88,48.96,Primary,92529899,199544,37134,215.65,40.13,18.61
Mexico,Oceania,Medium,39472123,50.77,43,79.05,8210,8212,5.02,32.55,3.55,26.22,23.47,41.86,55,76.92,34.7,Tertiary,19600204,42268,7865,215.65,40.13,18.61
South Korea,North America,Low,148804508,88.72,28,75.4,3780,19772,34.04,21.05,3.68,47.15,49.96,81.62,65,88.07,38.64,Tertiary,73890089,159347,29653,215.65,40.13,18.61
Italy,Oceania,Medium,106380741,41.06,44,25.85,4888,47303,46.01,17.12,10.7,24.18,24.41,63.37,30,85.62,67.71,Primary,52824223,113917,21199,215.65,40.13,18.61
Brazil,Asia,High,22358146,27.54,32,42.39,1239,5102,48.05,23.7,7.9,64.01,33.12,69.37,67,89.25,45.54,Tertiary,11102119,23942,4455,215.65,40.13,18.61
Canada,South America,Low,185720977,63.24,41,47,2994,4797,40.89,37.95,0.24,30.26,26.71,75.9,48,92.76,72.83,Tertiary,92221263,198879,37010,215.65,40.13,18.61
Japan,Oceania,Low,56873260,71,25,75.31,1979,2064,15.88,38.73,7.53,75.59,41.39,80.88,49,58.48,59.08,Tertiary,28240880,60902,11333,215.65,40.13,18.61
South Korea,South America,Medium,66429986,61.24,21,55.49,992,26703,37.88,5.35,11.72,65.12,42.66,59.1,68,86.11,81.58,Secondary,32986350,71136,13238,215.65,40.13,18.61
Canada,Oceania,Medium,177347478,48.61,30,67.01,5400,16683,34.9,7.06,4.65,51.96,27.69,17.4,32,91.7,71.04,Tertiary,88063334,189912,35341,215.65,40.13,18.61
Japan,North America,Medium,43377089,84.13,36,47.46,3525,8396,38.27,38.8,6.92,77.79,10.01,11.86,33,91.9,87.9,Primary,21539246,46450,8644,215.65,40.13,18.61
United Kingdom,Europe,Medium,168695633,38.59,26,52.5,438,10552,49.2,29.23,10.76,65.16,45.87,46.59,57,65.77,61.73,Primary,83767189,180647,33617,215.65,40.13,18.61
Indonesia,Asia,High,4128653,27.66,47,84.76,6161,12079,39.5,30.66,0.8,31.06,22.89,24.68,64,62.91,59.35,Tertiary,2050116,4421,822,215.65,40.1,18.59
Nigeria,North America,High,41671615,75.25,37,47.58,7134,24685,7.47,21.29,13.74,21.22,33.24,24.4,38,86.41,57.79,Primary,20692379,44624,8304,215.65,40.13,18.61
South Korea,Europe,Medium,78378964,74.89,49,89.58,3727,6815,37.52,13.58,9.97,22.94,11.91,67.78,56,86.35,70.47,Primary,38919712,83932,15619,215.65,40.13,18.61
Saudi Arabia,Europe,High,198269141,48.67,24,75.44,623,22347,25.09,29.22,12.93,53.57,42.63,68.73,58,96.75,78.91,Tertiary,98452156,212316,39511,215.65,40.13,18.61
Argentina,Europe,High,44060552,82.5,33,84.87,8908,16240,40.69,6.84,4.72,39.96,18.43,23.44,50,62.19,23.83,Primary,21878625,47182,8780,215.65,40.13,18.61
Egypt,South America,High,122691839,15.45,24,79.21,3411,12128,43.32,39.36,7.24,41.53,20.15,46.17,64,61.15,36.97,Primary,60923631,131384,24449,215.65,40.13,18.61
Russia,Asia,High,108136747,70.3,29,32.47,7508,40100,40.47,7.83,8.83,38.78,27.64,17.5,40,59.12,64.28,Tertiary,53696182,115798,21549,215.65,40.13,18.61
United States,Oceania,High,149322187,21.14,39,24.4,6856,22351,39.03,18.03,14.03,56.07,48.48,53.67,37,97.15,83.39,Secondary,74147147,159901,29756,215.65,40.13,18.61
Canada,South America,High,103156516,83.6,27,69.37,1648,17160,41.05,11.48,5.72,34,46.32,67.01,64,62.26,60.92,Primary,51223207,110465,20557,215.65,40.13,18.61
Vietnam,Africa,High,106949517,76.45,25,88.26,223,44463,8.04,11.75,5.72,23.77,43.39,56.76,44,66.33,56.91,Secondary,53106653,114526,21312,215.65,40.13,18.61
Nigeria,South America,Low,53499841,20.73,38,40.66,3850,35799,21.04,7.5,4.72,55.03,13.46,68.56,45,63.87,44.61,Tertiary,26565781,57290,10661,215.65,40.13,18.61
Egypt,Europe,Medium,38009603,15.3,44,20.25,7569,8128,30.48,7.41,13.11,54.67,47.33,68.42,42,71.95,29.13,Primary,18873977,40702,7574,215.65,40.13,18.61
Brazil,Asia,Medium,148869281,18.37,23,86.58,5998,27031,41.22,34.38,2.64,43.37,29.77,52.74,34,53.73,54.65,Secondary,73922253,159416,29666,215.65,40.13,18.61
Egypt,North America,Low,66971074,76.31,45,22.32,8001,31470,24.53,10.48,5.45,79.77,21.88,21.74,44,69.46,40.91,Tertiary,33255032,71715,13345,215.65,40.13,18.61
Bangladesh,Asia,Medium,17987981,11.39,28,40.59,5529,4459,16.84,26.59,9.35,43.99,22.07,57.74,64,79.17,87.87,Tertiary,8932078,19262,3584,215.65,40.13,18.61
Argentina,Europe,Medium,122172483,32.85,24,31.21,6400,21699,12.46,9.13,12.65,61.51,44.29,28.71,34,66.04,50.34,Tertiary,60665741,130828,24346,215.65,40.13,18.61
Vietnam,Africa,Medium,64157003,19.56,21,76.71,8292,27604,13.61,18.66,4.85,27.85,16.41,52.82,59,83.46,23.73,Secondary,31857682,68702,12785,215.65,40.13,18.61
United Kingdom,Africa,Low,55300699,41.3,46,52.18,7232,34134,47.09,6.85,4.11,41.73,49.18,48.08,53,67.9,41.69,Secondary,27460012,59218,11020,215.65,40.13,18.61
Mexico,Africa,Low,56418599,38.76,23,21.27,9053,8239,11.23,27.38,10.2,51.72,45.25,59.98,41,97.51,23.29,Secondary,28015114,60415,11242,215.65,40.13,18.61
Egypt,South America,High,171705276,66.86,44,88.98,9156,49204,22.03,35.91,5.22,35.82,22.92,37.52,66,59.68,85.11,Tertiary,85261652,183870,34217,215.65,40.13,18.61
South Africa,Oceania,Low,67265570,49.87,26,28.57,5253,10881,27.87,38.97,3.6,27.03,12.59,77.36,57,54.39,69.92,Secondary,33401266,72031,13404,215.65,40.13,18.61
United Kingdom,Asia,Medium,1410203,54.92,42,86.42,4870,7124,33.79,19.98,5.05,64.55,35.32,63.89,46,84.44,36.18,Primary,700247,1510,281,215.64,40.13,18.61
Indonesia,North America,High,135598100,35.33,34,78.65,9847,37699,16.13,5.31,1.37,69.93,30.13,52.23,35,92.31,23.2,Secondary,67332340,145205,27021,215.65,40.13,18.61
